IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo
3980-27-L120;Adquisicion de servicio sala REAS;L1;Adjudicada a uno o varios proveedores;17/11/2020 10:03:42;Adquisición de servicio para recolección de residuos especiales y peligrosos del CESFAM La Esperanza de Peumo, que se encuentra ubicado en Calle La Isla N18, localidad de La Esperanza comuna de Peumo.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Ilustre Municipalidad de Peumo
2359-12-L123;Disposición final de pilas usadas como residuo peligroso;L1;Adjudicada a uno o varios proveedores;13/06/2023 12:59:06;Disposición final de pilas usadas como residuo peligroso, buscando dar disposición final a 2 toneladas de pilas usadas resultantes de los programas de recolección separada de residuos domiciliarios, para lo anterior, se debe realizar esta acción de acuerdo a lo mencionado en el Decreto 148 que aprueba el reglamento sanitario sobre manejo de residuos peligrosos. ;CLP;PUBLICADO;DISPONIBLE;2.500.000;I MUNICIPALIDAD DE TALCAHUANO
2780-102-L124;SERVICIO DE RETIRO DE DESECHOS Y MATERIAL PELIGROSO;L1;Adjudicada a uno o varios proveedores;12/04/2024 12:52:00;SERVICIO DE RETIRO Y TRASLADO DE INSUMOS, RESIDUOS PELIGROSOS, DESECHOS, MATERIAL CORTOPUNZANTE DESDE LAS POSTAS DE SALUD RURAL Y DEPENDENCIAS DEL CESFAM RAUL SANCHEZ BAÑADOS, COMUNA  LA LIGUA. ;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE LA LIGUA
4162-36-LE21;SUMINISTRO DE RETIRO DE RESIDUOS DE LOS CESFAM;LE;Adjudicada a uno o varios proveedores;07/12/2021 12:47:24;CONTAR CON EL SUMINISTRO DE RETIRO Y ELIMINACION DE RESIDUOS PELIGROSOS PARA AMBOS CESFAM DE LA COMUNA DE DOÑIHUE;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE DONIHUE
788110-53-LE24;RETIRO DE REAS DSM;LE;Adjudicada a uno o varios proveedores;05/06/2024 17:06:22;ADQUISICION DE SERVICIO DE RETIRO, TRASPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES DE ESTABLECIMIENTOS DE APS DEL DEPARTAMENTO DE SALUD DE LA COMUNA;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE SAN VICENTE
4125-8-L125;CONTRATO DE SUMINISTRO DE RETIRO DE RESIDUOS;L1;Adjudicada a uno o varios proveedores;24/10/2025 13:09:55;CONTRATO DE SUMINISTO DE RETIRO DE RESIDUOS, TRASNPORTE, ALMACENAMIENTO Y DISPOSICION FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS DE LOS ESTABLECIMIENTOS DE SALUD MELIPEUCO;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;ILUSTRE MUNICIPALIDAD MELIPEUCO
3359-2-LE25;SERVICIO DE RETIRO DE REAS-RESPEL;LE;Adjudicada a uno o varios proveedores;28/02/2025 15:06:20;Para cumplir con los objetivos propios de esta instalación de salud, es necesario llamar a Licitación Pública (LE), para suscribir un Contrato para el “RETIRO DE MATERIAL DE DESECHOS CLÍNICOS, CORTOPUNZANTE, BIOLÓGICOS Y DESECHOS PELIGROSOS REAS-RESPEL.” en este CCMI. ;CLP;PUBLICADO;ESTIMADO;6.000.000;COMANDO DE APOYO A LA FUERZA
3376-13-LE24;SERVICIO RESPEL TRAMO 3;LE;Adjudicada a uno o varios proveedores;24/05/2024 16:02:31;ADQUISICIÓN DEL SERVICIO DE ASEO, RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE LOS RESIDUOS PELIGROSOS PARA EL TRAMO PUNTA ARENAS;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;COMANDO DE APOYO A LA FUERZA
5590-6-LE21;Retiro residuos peligrosos;LE;Adjudicada a uno o varios proveedores;20/09/2021 16:04:00;Se hace necesario contratar el servicio de retiro, transporte y eliminación de residuos infecciosos, bajo la modalidad de ejecución en el tiempo, por un período de 36 meses, conforme a las condiciones establecidas en las Bases Administrativas y Bases Técnicas.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;UNIVERSIDAD DE CHILE
1080092-7-L120;Retiro de residuos especiales y peligrosos para Hospital de Williams;L1;Adjudicada a uno o varios proveedores;05/06/2020 16:23:23;Que, mediante Memorándum Nº 146 de fecha 29.04.2020 emitido por la Subdirección de Gestión y Desarrollo de las Personas se solicita la contratación de servicio de retiro, transporte y disposición final de residuos especiales y peligrosos para el Hospital Comunitario Cristina Calderón de Puerto Williams.;CLP;PUBLICADO;ESTIMADO;3.900.000;Servicio de Salud Magallanes
4738-5-LE20;SUMINISTRO SERVICIO RETIRO DE RESIDUOS ESPECIALES;LE;Adjudicada a uno o varios proveedores;28/08/2020 19:21:32;CONTAR CON EL SUMINISTRO PARA  EL SERVICIO DE RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS POR 24 MESES;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Ilustre Municipalidad de Codegua
2734-19-LE21;RETIRO DE REAS;LE;Adjudicada a uno o varios proveedores;08/06/2021 16:10:07;SERVICIO DE  RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;MUNICIPALIDAD DE PEÑAFLOR
3496-5-L121;Retiro de Desechos Clinicos, Especiales y Peligrosos;L1;Adjudicada a uno o varios proveedores;09/07/2021 08:57:27;Adquisicion de los Servicios para el retiro de residuos peligrosos y especiales, transporte, tratamiento y disposicion final proveniente de Cesfam y Postas de Salud de Cobquecura;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE COBQUECURA
3382-4-LE21;Contrato para REAS CCMC y Unidades dependientes.;LE;Adjudicada a uno o varios proveedores;09/03/2021 16:04:00;Contrato de servicio  para  manejo, recolección, transporte y disposición final de  residuos especiales y peligrosos para  el CCM “Concepción” y sus  Unidades dependientes.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;COMANDO DE APOYO A LA FUERZA
788110-60-LE23;RETIRO DE REAS DSM;LE;Adjudicada a uno o varios proveedores;17/07/2023 16:32:42;ADQUISICION DE SERVICIO DE RETIRO, TRASPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES DE ESTABLECIMIENTOS DE APS DEL DEPARTAMENTO DE SALUD DE LA COMUNA;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE SAN VICENTE
3590-4-L124;CONVENIO SUMINISTRO RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS;L1;Adjudicada a uno o varios proveedores;13/03/2024 16:37:20;Adquirir un convenio de suministros para el retito, transporte y disposición final de residuos especiales y peligrosos, generados en el CESFAM de CAMPANARIO y Clínica Incremental de Yungay. ;CLP;PUBLICADO;ESTIMADO;5.500.000;I MUNICIPALIDAD DE YUNGAY
598-16-LE24;Servicio de Retiro de  Residuos Especiales DIPRECA;LE;Adjudicada a uno o varios proveedores;03/06/2024 17:05:44;Servicio de Retiro de Residuos Especiales y Peligrosos Reas para el Servicio Médico de la Dirección de Previsión de Carabineros de Chile.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;DIRECCION PREVISION DE CARABINEROS DE CHILE
4137-8-L122;Svc. retiro de residuos sólidos  ;L1;Adjudicada a uno o varios proveedores;30/06/2022 16:12:00;Servicio de retiro de residuos peligrosos generados por el Aeródromo Desierto de Atacama;CLP;PUBLICADO;DISPONIBLE;2.200.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
3545-31-LE21;RETIRO Y MANEJO DE RESIDUOS CONTAMINADOS;LE;Adjudicada a uno o varios proveedores;16/11/2021 14:49:18;Contrato de servicio para manejo, recolección, transporte y disposición final de residuos especiales y peligrosos para el CCM “Valdivia” y sus Unidades dependientes.;CLP;PUBLICADO;DISPONIBLE;15.000.000;COMANDO DE APOYO A LA FUERZA
1692-4-LE23;Convenio de suministro Servicio de Retiro de Residuos especiales y peligrosos;LE;Adjudicada a uno o varios proveedores;27/01/2023 16:26:14;gda;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO NACIONAL DE SALUD HOSPITAL DE COCHRANE
3731-2-L121;RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS;L1;Adjudicada a uno o varios proveedores;24/05/2021 16:25:00;RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS PARA EL DEPTO DE SAUD;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I MUNICIPALIDAD DE CHIMBARONGO
2825-26-L123;ADQUISICION RETIRO SANITARIO;L1;Adjudicada a uno o varios proveedores;14/03/2023 15:26:30;SERVICIO DE RETIRO DE RESIDUOS PELIGROSOS Y ESPECIALES DESDE CENTRO DE SALUD;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I MUNICIPALIDAD DE CONSTITUCION
2359-27-L124;SERVICIO DISPOSICIÓN FINAL PILAS USADAS COMO RESIDUO PELIGROSO;L1;Adjudicada a uno o varios proveedores;11/04/2024 11:27:00;Con la finalidad de dar disposición final a 2 toneladas de Pilas usadas resultantes de los programas de recolección separada de residuos domiciliarios, para esto, se debe considerar realizar esta acción de acuerdo al Decreto 148 que aprueba reglamento sanitario sobre manejo de residuos peligrosos.;CLP;PUBLICADO;ESTIMADO;3.000.000;I MUNICIPALIDAD DE TALCAHUANO
4555-8-LE20;retiro y eliminación de residuos especiales;LE;Adjudicada a uno o varios proveedores;04/09/2020 11:39:00;Servicio de suministro de retiro y eliminación de residuos especiales y peligrosos en los CESFAM de la comuna de Zapallar;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Ilustre Municipalidad de Zapallar
2832-25-LE21;SERVICIO DE RETIRO Y TRATAMIENTO DE RESIDUOS ESPEC;LE;Adjudicada a uno o varios proveedores;15/06/2021 13:53:27;LICITACIÓN CONTRATO DE SUMINISTRO SERVICIO DE RETIRO Y TRATAMIENTO DE RESIDUOS ESPECIALES Y PELIGROSOS, DEPARTAMENTO DE SALUD I. MUNICIPALIDAD DE QUILLOTA.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE QUILLOTA
1165649-1-L124;CONTRATO DE SUMINISTROS, SERVICIOS DE RETIRO, TRANSPORTE, MANEJO, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS, CESFAM LIMACHE VIEJO;L1;Adjudicada a uno o varios proveedores;04/01/2024 11:17:00;CONTRATO DE SUMINISTROS, SERVICIOS DE RETIRO, TRANSPORTE, MANEJO, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS, CESFAM LIMACHE VIEJO;CLP;PUBLICADO;DISPONIBLE;6.400.000;I MUNICIPALIDAD DE LIMACHE
2942-2-LE25;RETIRO TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS;LE;Adjudicada a uno o varios proveedores;11/03/2025 12:46:21;ADQUISICION DE RETIRO, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS REAS PARA CESFAM SAN PABLO;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE SAN PABLO
1656-32-L122;SERVICIO DE RETIRO Y ELIMINACION DE RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;05/12/2022 11:06:16;La Secretaría Ministerial de Salud del Libertador OHiggins requiere contratar los servicios de Recolección, Transporte y Eliminación de Residuos, generados por la Secretaría Regional Ministerial de la Región de OHiggins.;CLP;PUBLICADO;ESTIMADO;2.000.000;SUBSECRETARIA DE SALUD PUBLICA
4125-23-LE21;CONTRATO SUMINISTRO RETIRO DE RESIDUOS;LE;Adjudicada a uno o varios proveedores;24/08/2021 12:42:05;CONTRATO SUMINISTRO RETIRO DE RESIDUOS, TRANSPORTE, ALMACENAMIENTO Y DISPOSICION FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS DE LOS ESTABLECIMIENTOS DE SALUD AREA SALUD MUNICIPAL MELIPEUCO.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;ILUSTRE MUNICIPALIDAD MELIPEUCO
1057374-29-LE20;SERVICIO DE RETIROS DE RESIDUOS ESPECIALES Y PELIGROSOS ;LE;Adjudicada a uno o varios proveedores;15/12/2020 09:10:00;SE BUSCA EMPRESA PARA RETIRAR RESIDUOS ESPECIALES Y PELIGROSOS PARA EL HOSPITAL SAN FRANCISCO LLAY LLAY. ;CLP;PUBLICADO;DISPONIBLE;9.500.000;SERVICIO NACIONAL DE SALUD HOSPITAL DE LLAY LLAY
3937-15-LE22;CONTRATO DE SUMINISTRO RETIRO SALA REAS CESFAM CURARREHUE ;LE;Adjudicada a uno o varios proveedores;07/04/2022 18:10:51;1.La necesidad de disponer de los residuos especiales y peligrosos, así definidos en el Decreto N° 06 de 2009 Reglamento sobre manejo de residuos de establecimientos de atención de salud (REAS) y Decreto N° 148 de 2004 Reglamento sanitario sobre manejo de residuos peligrosos ;CLP;PUBLICADO;DISPONIBLE;5.892.325;ILUSTRE MUNICIPALIDAD DE CURARREHUE
4103-45-L124;RETIRO TRANSPORTE Y DISPOSICION FINAL R.E.A.S.;L1;Adjudicada a uno o varios proveedores;13/11/2024 15:42:47;SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS ESPECIALES Y PELIGROSOS DE LOS ESTABLECIMIENTOS DE SALUD DE LA COMUNA DE GORBEA. VER DEMAS ANTECEDENTES EN BASES ADMINISTRATIVAS Y TECNICAS EN ADJUNTO.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Municipalidad de Gorbea
1247197-19-LE24;Servicio de retiro de residuos médicos;LE;Adjudicada a uno o varios proveedores;07/02/2024 17:33:15;Se requiere contratar servicio de retiro, transporte y disposición final de residuos especiales y peligrosos de los centros de salud de la Corporación Municipal de Conchalí. Memo 1125;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;CORP MUNICIPAL DE CONCHALI DE EDUCACION SALUD Y ATENCION DE MENORES
4704-9-LE22;Retiro y eliminación de residuos especiales y peligrosos Ord. N° 1171;LE;Adjudicada a uno o varios proveedores;09/05/2022 12:30:17;Retiro y eliminación de residuos especiales y peligrosos CESFAM El Monte;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE EL MONTE
2757-22-CO24;RETIRO TRANSPORTE Y ELIMINACIÓN DE REAS;CO;Adjudicada a uno o varios proveedores;19/07/2024 11:28:46;SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS ESPECIALES Y PELIGROSOS DE LOS ESTABLECIMIENTOS DE SALUD DE LA COMUNA DE SAN ANTONIO, 2024-2025;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 100 UTM e inferior a 1000 UTM;I MUNICIPALIDAD DE SAN ANTONIO
1165648-13-L125;CONTRATO DE SUMINISTROS, SERVICIOS DE RETIRO, TRANSPORTE, MANEJO, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS, CESFAM LIMACHE VIEJO;L1;Adjudicada a uno o varios proveedores;28/11/2025 14:37:43;CONTRATO DE SUMINISTROS, SERVICIOS DE RETIRO, TRANSPORTE, MANEJO, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS, CESFAM LIMACHE VIEJO;CLP;PUBLICADO;DISPONIBLE;6.900.000;I MUNICIPALIDAD DE LIMACHE
3300-5-L121;RETIRO DE RESIDUOS;L1;Adjudicada a uno o varios proveedores;11/01/2021 13:51:00;RETIRAR RESIDUOS PELIGROSOS Y NO PELIGROSOS QUE SON OCUPADOS EN LAS DIFERENTES POSTAS PERTENECIENTES A LA DIRECCIÓN COMUNAL DE SALUD DE LICANTÉN;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I MUNICIPALIDAD DE LICANTEN
4177-42-L124;ERETIRO TRANSPORTE CORTOPUNZANTES;L1;Adjudicada a uno o varios proveedores;23/10/2024 10:21:00;1.	La necesidad de mantener el Dpto. De Salud y Postas sin contaminantes ni residuos peligrosos para el usuarios y personal del Dpto. De Salud.;CLP;PUBLICADO;DISPONIBLE;5.000.000;Ilustre Municipalidad de Galvarino
2445-1-LE20;SERVICIO DE RETIRO DE RESIDUOS PELIGROSO ESTABLECIMIENTOS DE SALUD;LE;Adjudicada a uno o varios proveedores;17/01/2020 14:28:00;SERVICIO DE REAS, ESTABLECIMIENTO DEL DEPARTAMENTO DE SALUD ;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I.Municipalidad de Curicó
3378-36-R120;SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS;LP;Adjudicada a uno o varios proveedores;07/06/2019 15:42:41;SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;Ejército de Chile
812261-52-LQ20;RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS;LQ;Adjudicada a uno o varios proveedores;15/12/2020 09:02:49;Servicio a contratar: 1.	Retiro, transporte y disposición final de residuos especiales 2.	Retiro, transporte y disposición final de residuos peligrosos;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;HOSPITAL CLINICO METROPOLITANO LA FLORIDA DRA ELOISA DIAZ INSUNZA
4594-8-LE21;SERVICIO DE ELIMINACION DE REAS;LE;Adjudicada a uno o varios proveedores;14/01/2021 17:13:13;NECESIDAD DE CONTAR CON SERVICIO PARA MANEJO, TRANSPORTE Y DISPOSICIONAL FINAL DE RESÍDUOS ESPECIALES Y PELIGROSOS PARA EL DEPARTAMENTO DE SALUD DE COIHUECO;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE COIHUECO
3376-34-LE23;Servicio de Aseo RESPEL;LE;Adjudicada a uno o varios proveedores;10/10/2023 18:06:58;Adquisición del servicio de aseo, retiro, transporte y disposición final de residuos peligrosos de los tramos de Coyhaique y Punta Arenas del Ejército de Chile;CLP;PUBLICADO;DISPONIBLE;57.327.194;COMANDO DE APOYO A LA FUERZA
1080089-118-LE22;Convenio de Retiro de Residuos;LE;Adjudicada a uno o varios proveedores;19/01/2023 17:05:38;Que, mediante Solicitud de Compra ID 4386 de fecha 07.12.2022 emitida por la Unidad Gestión Ambiental se solicita la contratación de un convenio para el retiro de residuos especiales y peligrosos para la Dirección del Servicio de Salud Magallanes, SAMU Magallanes, Hospital Psiquiátrico y Hospital de Puerto Williams, para los años 2023 y 2024.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO DE SALUD MAGALLANES
4125-4-L124;CONTRATO SUMINISTRO DE RETIRO DE RESIDUOS;L1;Adjudicada a uno o varios proveedores;02/02/2024 11:58:54;CONTRATO DE SUMINISTRO DE RETIRO DE RESIDUOS, TRANSPORTE, ALMACENAMIENTO Y DISPOSICION FINAL DE LOS RESIDUOS ESPECIALES Y PELIGROSOS DE LOS ESTABLECIMIENTO DE SALUD;CLP;PUBLICADO;DISPONIBLE;6.000.000;ILUSTRE MUNICIPALIDAD MELIPEUCO
1057490-26-LQ23;Servicio retiro residuos especiales y peligrosos;LQ;Adjudicada a uno o varios proveedores;17/04/2023 15:27:06;Servicio retiro residuos especiales y peligrosos ;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Instituto de Neurocirugía
1155-1-LQ21;Servicio de Retiro de Residuos Especiales y Peligrosos;LQ;Adjudicada a uno o varios proveedores;08/01/2021 15:35:07;El Hospital Dr. Eduardo Pereira requiere la contratación del Servicio de Retiro de Residuos Especiales y Peligrosos en Hospital Dr. Eduardo Pereira y Centro de Especialidades, ubicado en calle Rodríguez N° 706, Valparaíso, de acuerdo  a Decreto Supremo N° 6 “Reglamento Sobre Manejo de Residuos de Establecimientos de atención de Salud” (REAS) y Decreto Supremo 148 “Reglamento Sanitario Sobre Manejo de Residuos Peligrosos”. ;CLP;PUBLICADO;DISPONIBLE;245.000.000;SERVICIO DE SALUD VALPARAISO SAN ANTONIO
507428-6-LQ22;CONVENIO RETIRO TRANSPORTE ELIMINACION RESIDUOS;LQ;Adjudicada a uno o varios proveedores;25/01/2022 10:37:06;Cumplir con el Decreto Nº6-2009 Manejo de Residuos de Establecimientos de Atención de Salud y D.S. 148-2004 Reglamento Manejo Residuos Peligrosos en relación al retiro, transporte y disposición final de los residuos hospitalarios.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;SERVICIO DE SALUD CHILOE
1003-9-B222;SERVICIO RETIRO DE RESIDUOS PELIGROSOS DE LA DIRECCIÓN DE VIALIDAD REGIÓN DE AYSÉN;B2;Adjudicada a uno o varios proveedores;02/06/2022 16:10:26;Que, se requiere contar con el servicio de retiro, transporte, tratamiento y control de los residuos peligrosos que emanan de las actividades propias de la Dirección de Vialidad, considerando normativa legal vigente Decreto Supremo 148/2003, el resguardo de la propiedad, integridad física de los funcionarios y la sustentabilidad del medio ambiente;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1000 UTM e inferior a 2000 UTM;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
3501-3-L123;SERVICIO DE RETIRO DE RESIDUOS ESPECIALES REAS;L1;Adjudicada a uno o varios proveedores;30/05/2023 12:56:00;Con el objeto de dar cumplimiento a la Normativa contenida en Decreto Supremo Nº 1482004 “Reglamento Sanitario sobre el Manejo de Residuos Peligrosos” y el “Reglamento sobre Manejo de Residuos de Establecimientos de Atención de la Salud” correspondiente al Decreto Supremo Nº 62009 REAS, en lo referente al retiro y disposición final de REAS para sus unidades de Salud, se ha decidido licitar el “Servicio de Retiro de REAS para las Unidades de Salud de Quinta de Tilcoco”, con objeto de dar cumplimiento a la normativa señalada precedentemente y conseguir las condiciones más ventajosas para la disposición final de los residuos de la atención de Salud, REAS, conforme a las presentes Bases.;CLP;PUBLICADO;DISPONIBLE;6.000.000;I MUNICIPALIDAD DE QUINTA DE TILCOCO
1075337-22-LR21;CONVENIO RETIRO DE RESIDUOS PELIGROSOS REAS;LR;Adjudicada a uno o varios proveedores;24/05/2021 10:07:00;El objetivo de la presente licitación es la contratación del servicio de Retiro de Residuos Peligrosos REAS desde el Hospital Dr. Mauricio Heyermann Torres de Angol”.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;SERVICIO DE SALUD ARAUCANIA NORTE HOSPITAL DE ANGOL
1417-31-L120;Servicio para Retiro y Eliminación de Residuos Peligrosos;L1;Adjudicada a uno o varios proveedores;09/06/2020 17:53:00;Se requiere contratar servicio de retiro y eliminación de residuos peligrosos, para el Aeropuerto Andrés Sabella, de Antofagasta, este retiro se realizará en dos períodos, el primero en el mes de Junio y el segundo en el mes de Octubre 2020.;CLP;PUBLICADO;DISPONIBLE;2.000.000;Dirección General de Aeronáutica Civil
4281-37-L122;RETIRO TRANSPORTE Y ELIMINACIÓN DE RESIDUOS.;L1;Adjudicada a uno o varios proveedores;22/06/2022 12:46:00;ADQUISICIÓN DE CONVENIO DE SUMINISTRO POR RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS PELIGROSOS Y ESPECIALES PARA EL DEPARTAMENTO DE SALUD MUNICIPAL DE CUNCO.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I MUNICIPALIDAD DE CUNCO
5053-111-LP25;SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS DE ESTABLECIMIENTOS DE ATENCION DE SALUD REAS DEL HOSPITAL REGIONAL DE TALCA Y SUS ANEXOS;LP;Adjudicada a uno o varios proveedores;28/07/2025 15:40:05;El objetivo de la presente licitación, es adquirir el servicio de Retiro, Trasporte y Eliminación  de  REAS Hospitalarios,  para cumplir con las normas de la Seremi de Salud Región del Maule, según Ley 16.744, en su D.S. Nº148 “Reglamento Sanitario sobre manejo de Residuos Peligrosos”  y D.S. Nº6 “Reglamento sobre Manejo de Residuos de Establecimientos de Atención de Salud”, para el Hospital de Talca, con el fin de asegurar el Servicio en calidad y oportunidad, para satisfacer la demanda de los usuarios.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA
3679-7-LE24;SERVICIO DE RETIROS REAS DEPTO. SALUD;LE;Adjudicada a uno o varios proveedores;02/05/2024 12:18:39;POR LOS SERVICIOS DE RETIRO DE RESIDUOS PELIGROSOS Y ESPECIALES, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE LOS RESIDUOS  ACUMULDOS EN LOS ESTABLECIMIENTOS DEPENDIENTES DEL DEPTO. SALUD DE SAN ESTEBAN;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE SAN ESTEBAN
507428-117-LQ22;SERVICIO RETIRO TRANSPORTE ELIMINACION REAS;LQ;Adjudicada a uno o varios proveedores;01/12/2022 15:48:33;Realizar retiro y transporte de residuos de los establecimientos de atención de salud para dar cumplimiento al D.S N° 6, sobre Residuos de Establecimientos de Atención de Salud y D.S. 148 Manejo de Residuos Peligrosos.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;SERVICIO DE SALUD CHILOE
5053-67-LQ20;SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS DE ESTABLECIMIENTOS DE ATENCION DE SALUD (REAS) DEL HOSPITAL REGIONAL DE TALCA Y SUS ANEXOS;LQ;Adjudicada a uno o varios proveedores;28/08/2020 11:27:31;El objetivo de la presente licitación, es adquirir el servicio de Retiro, Trasporte y Eliminación  de  REAS Hospitalarios,  para cumplir con las normas de la Seremi de Salud Región del Maule, según Ley 16.744, en su D.S. Nº148 “Reglamento Sanitario sobre manejo de Residuos Peligrosos”  y D.S. Nº6 “Reglamento sobre Manejo de Residuos de Establecimientos de Atención de Salud”, para el Hospital de Talca, con el fin de asegurar el Servicio en calidad y oportunidad, para satisfacer la demanda de los usuarios. ;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Hospital Talca
1029-2-LE23;Servicios de retiro de Residuos Peligros DRV Maule;LE;Adjudicada a uno o varios proveedores;27/04/2023 16:20:04;La Dirección de Vialidad de la Región del Maule invita a presentar ofertas para realizar convenio del Servicio de retiro, transporte, tratamiento y disposición final de residuos peligrosos. El Servicio contempla el Retiro de Residuos generados por el mantenimiento y reparación de maquinarias, así como también en la Construcción y Conservación de Infraestructuras Viales.;CLP;PUBLICADO;ESTIMADO;30.000.000;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
